"QID","itemLabel","itemDescription","P1196","P19","P20","P21","P27","P509","P569"
"Q123080","Blaise Cendrars","Swiss writer (1887-1961)",NA,"""La Chaux-de-Fonds""","""Paris""","""male""","""Switzerland"",""France""",NA,"""1887-09-01T00:00:00Z"""
"Q123225","Albrecht von Haller","Swiss anatomist, physiologist, naturalist and poet (1708-1777)",NA,"""Bern""","""Bern""","""male""","""Switzerland""",NA,"""1708-10-16T00:00:00Z"""
"Q125409","Charles Jacque","French painter (1813-1894)",NA,"""École Militaire""","""boulevard de Clichy""","""male""","""France""",NA,"""1813-05-23T00:00:00Z"""
"Q139095","Kenjirō Azuma","Japanese–Italian sculptor",NA,"""Yamagata""","""Milan""","""male""","""Italy"",""Japan"",""Kingdom of Italy""",NA,"""1926-03-12T00:00:00Z"""
"Q151149","Joseph DeCamp","American artist (1858-1923)",NA,"""Cincinnati""","""Boca Grande""","""male""","""United States of America""",NA,"""1858-11-05T00:00:00Z"""
"Q152824","Susan Sontag","American writer and filmmaker, professor, and activist (1933–2004)","""natural causes""","""New York City""","""New York City""","""female""","""United States of America""","""myelodysplastic syndrome"",""leukemia""","""1933-01-16T00:00:00Z"""
"Q154349","Odilon Redon","French painter (1840-1916)",NA,"""Bordeaux""","""Paris""","""male""","""France""",NA,"""1840-04-20T00:00:00Z"""
"Q159566","Cy Twombly","American painter and artist (1928–2011)","""natural causes""","""Lexington""","""Rome""","""male""","""United States of America""","""cancer""","""1928-04-25T00:00:00Z"""
"Q164696","Hans Baldung Grien","16th century German painter and printmaker",NA,"""Schwäbisch Gmünd""","""Strasbourg""","""male""","""Germany""",NA,"""1484-01-01T00:00:00Z"""
"Q215919","Frank Auerbach","German-British painter",NA,"""Berlin""",NA,"""male""","""United Kingdom""",NA,"""1931-04-29T00:00:00Z"""
"Q186202","Giovanni Battista Tiepolo","Italian painter (1696-1770)",NA,"""Venice""","""Madrid""","""male""","""Republic of Venice""",NA,"""1696-03-05T00:00:00Z"""
"Q204710","Lauritz de Thurah","Danish architect (1706-1759)",NA,"""Aarhus""","""Copenhagen""","""male""","""Denmark""",NA,"""1706-03-04T00:00:00Z"""
"Q213917","Gerd Arntz","German artist (1900-1988)",NA,"""Remscheid""","""The Hague""","""male""","""Germany""",NA,"""1900-12-11T00:00:00Z"""
"Q7841","Alfred Jarry","French writer","""natural causes""","""Laval""","""Paris""","""male""","""France""","""tuberculosis""","""1873-09-08T00:00:00Z"""
"Q229272","Ernst Ludwig Kirchner","German painter, sculptor, engraver and printmaker (1880-1938)","""suicide""","""Aschaffenburg""","""Davos Frauenkirch""","""male""","""German Reich""","""ballistic trauma""","""1880-05-06T00:00:00Z"""
"Q232972","Sonia Delaunay","French painter (1885-1979)",NA,"""Hradyzk""","""Paris""","""female""","""France"",""Russian Empire""",NA,"""1885-11-14T00:00:00Z"""
"Q235647","Adélaïde Labille-Guiard","French painter (1749-1803)",NA,"""Paris""","""Paris""","""female""","""France""",NA,"""1749-04-11T00:00:00Z"""
"Q240526","Lawrence Alma-Tadema","Dutch-born British painter (1836–1912)",NA,"""Dronryp""","""Wiesbaden""","""male""","""Belgium"",""United Kingdom of Great Britain and Ireland"",""Kingdom of the Netherlands""",NA,"""1836-01-08T00:00:00Z"""
"Q242308","Francesca Woodman","American photographer (1958 - 1981)","""suicide""","""Denver""","""New York City""","""female""","""United States of America""","""falling""","""1958-04-03T00:00:00Z"""
"Q270800","Gaston Bachelard","French writer and philosopher (1884-1962)",NA,"""Bar-sur-Aube""","""9th arrondissement of Paris""","""male""","""France""",NA,"""1884-06-27T00:00:00Z"""
"Q271918","Gertrude Käsebier","American photographer (1852-1934)",NA,"""Des Moines""","""New York City""","""female""","""United States of America""",NA,"""1852-05-18T00:00:00Z"""
"Q272833","Miyako Ishiuchi","Japanese photographer (born 1947)",NA,"""Kiryū""",NA,"""female""","""Japan""",NA,"""1947-03-27T00:00:00Z"",""1947-01-01T00:00:00Z"""
"Q283290","Michel Corneille the Younger","French artist (1642-1708)",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1642-01-01T00:00:00Z"""
"Q283412","Luis Paret y Alcázar","Spanish artist (1746-1799)",NA,"""Madrid""","""Madrid""","""male""","""Spain""",NA,"""1746-02-11T00:00:00Z"""
"Q65368","George Spalatin","German humanist",NA,"""Spalt""","""Altenburg""","""male""","""Germany""",NA,"""1484-02-04T00:00:00Z"""
"Q202621","Larry Bell","American painter and sculptor",NA,"""Chicago""",NA,"""male""","""United States of America""",NA,"""1939-12-06T00:00:00Z"""
"Q205096","Robert Wood","British traveller, classical scholar, civil servant and politician (1717-1771)",NA,"""Trim""","""Putney""","""male""","""Great Britain""",NA,"""1717-01-01T00:00:00Z"""
"Q188740","Museum of Modern Art","art museum in Manhattan in New York City, New York, United States",NA,NA,NA,NA,NA,NA,NA
"Q269828","Rineke Dijkstra","Dutch photographer",NA,"""Sittard""",NA,"""female""","""Kingdom of the Netherlands""",NA,"""1959-06-02T00:00:00Z"""
"Q7198","Ovid","Roman poet (43 BC – 17/18 AD)",NA,"""Sulmona""","""Constanța""","""male""","""Ancient Rome""",NA,"""-0042-03-18T00:00:00Z"""
"Q107194","George Grosz","German artist (1893–1959)",NA,"""Berlin""","""West Berlin""","""male""","""Germany"",""United States of America""",NA,"""1893-07-26T00:00:00Z"""
"Q163543","François Gérard","French painter (1770-1837)",NA,"""Rome""","""Paris""","""male""","""France""",NA,"""1770-05-04T00:00:00Z"""
"Q204874","Master of Frankfurt","Flemish Renaissance painter (1460-1533)",NA,"""Antwerp""","""Antwerp""","""male""","""Southern Netherlands""",NA,"""1460-01-01T00:00:00Z"""
"Q274890","Hermine David","French painter (1886-1970)",NA,"""Paris""","""Bry-sur-Marne""","""female""","""France""",NA,"""1886-04-19T00:00:00Z"""
"Q61073","Sebastian Münster","German cartographer, cosmographer, and Hebrew scholar","""natural causes""","""Nieder-Ingelheim""","""Basel""","""male""","""Germany"",""Switzerland""","""plague""","""1488-01-29T00:00:00Z"""
"Q238678","Imogen Cunningham","American photographer (1883-1976)",NA,"""Portland""","""San Francisco""","""female""","""United States of America""",NA,"""1883-04-12T00:00:00Z"""
"Q159606","John Everett Millais","British painter and illustrator (1829–1896)","""natural causes""","""Southampton""","""London"",""Palace Gate""","""male""","""United Kingdom of Great Britain and Ireland""","""laryngeal cancer""","""1829-06-08T00:00:00Z"""
"Q191423","Domenico Ghirlandaio","Italian Renaissance painter from Florence (1448-1494)","""natural causes""","""Florence""","""Florence""","""male""","""Republic of Florence""","""malaria""","""1448-06-11T00:00:00Z"""
"Q169984","Gino Severini","Italian painter (1883–1966)",NA,"""Cortona""","""Paris""","""male""","""Italy"",""Kingdom of Italy"",""France""",NA,"""1883-04-07T00:00:00Z"""
"Q118064","Johann Heinrich Meyer","Swiss artist (1760-1832)",NA,"""Stäfa""","""Jena""","""male""","""Switzerland""",NA,"""1760-03-16T00:00:00Z"""
"Q102289","Buckminster Fuller","American architect, systems theorist, author, designer, inventor and futurist (1895–1983)","""natural causes""","""Milton""","""Los Angeles""","""male""","""United States of America""","""myocardial infarction""","""1895-07-12T00:00:00Z"""
"Q237726","Rosalba Carriera","Rococo portrait painter (1673-1757)",NA,"""Venice""","""Venice""","""female""","""Republic of Venice""",NA,"""1675-10-07T00:00:00Z"""
"Q29231","Frans Snyders","Flemish painter (1579–1657)",NA,"""Antwerp""","""Antwerp""","""male""","""Spanish Netherlands""",NA,"""1579-11-11T00:00:00Z"""
"Q214074","Claude Lorrain","French painter, draughtsman and etcher (1600—1682)",NA,"""Chamagne""","""Rome""","""male""","""Duchy of Lorraine""",NA,"""1600-01-01T00:00:00Z"""
"Q241732","Rosa Bonheur","French artist",NA,"""Bordeaux""","""Thomery""","""female"",""non-binary"",""genderqueer""","""France""",NA,"""1822-03-16T00:00:00Z"""
"Q35548","Paul Cézanne","French painter (1839–1906)","""natural causes""","""Aix-en-Provence""","""Aix-en-Provence""","""male""","""France""","""pneumonia""","""1839-01-19T00:00:00Z"""
"Q215457","Eva Hesse","German-born American sculptor and textile artist (1936-1970)","""natural causes""","""Hamburg""","""New York City""","""female""","""Germany"",""United States of America""","""brain cancer""","""1936-01-11T00:00:00Z"""
"Q153746","Albrecht Altdorfer","German painter (1480-1538)",NA,"""Regensburg"",""Altdorf bei Nürnberg""","""Regensburg""","""male""",NA,NA,"""1480-01-01T00:00:00Z"""
"Q212426","Elizabeth Murray","American painter (1940-2007)","""natural causes""","""Chicago""","""New York""","""female""","""United States of America""","""lung cancer""","""1940-09-06T00:00:00Z"""
"Q7770","Francesco Ubertini called Bacchiacca","Italian Renaissance painter (1494-1557)",NA,"""Florence""","""Florence""","""male""",NA,NA,"""1494-03-10T00:00:00Z"""
"Q40823","Giovanni Benedetto Castiglione","Italian Baroque artist, painter, printmaker and draftsman",NA,"""Genoa""","""Mantua""","""male""","""Republic of Genoa""",NA,"""1616-03-23T00:00:00Z"",""1610-01-01T00:00:00Z"",""1609-03-23T00:00:00Z"",""1609-03-01T00:00:00Z"",""1609-01-01T00:00:00Z"""
"Q43270","Pieter Brueghel the Elder","Flemish painter (1526–1569)",NA,"""Breda""","""City of Brussels""","""male""","""Habsburg Netherlands""",NA,"""1525-01-01T00:00:00Z"""
"Q45970","Czesław Miłosz","Polish poet, diplomat, prosaist, writer, and translator. Nobel Prize winner (1911-2004)",NA,"""Šeteniai"",""Šiauliai""","""Kraków""","""male""","""Poland"",""Lithuania"",""United States of America""",NA,"""1911-06-30T00:00:00Z"""
"Q46407","Christoph Heinrich Kniep","German painter (1755-1825)",NA,"""Hildesheim""","""Naples""","""male""","""Kingdom of Hanover""",NA,"""1755-07-29T00:00:00Z"""
"Q58053","Ludwig Reichenbach","German botanist (1793–1879)",NA,"""Leipzig""","""Dresden""","""male""","""Confederation of the Rhine"",""German Empire""",NA,"""1793-01-08T00:00:00Z"""
"Q62952","Georg Dionysius Ehret","German scientist and illustrator (1708-1770)",NA,"""Heidelberg""","""London""","""male""","""Germany""",NA,"""1708-01-30T00:00:00Z"""
"Q73593","Johann Joachim Kändler","German artist (1706–1775)",NA,"""Fischbach""","""Meissen""","""male""","""Germany""",NA,"""1706-06-15T00:00:00Z"""
"Q450110","Kurt Seligmann","Swiss artist (1900-1962)",NA,"""Basel""","""New York City""","""male""","""Switzerland"",""United States of America""",NA,"""1900-07-20T00:00:00Z"""
"Q336908","Meindert Hobbema","Dutch painter (1638-1709)",NA,"""Amsterdam""","""Amsterdam""","""male""","""Netherlands"",""Dutch Republic""",NA,"""1638-10-31T00:00:00Z"""
"Q316307","Giovanni Battista Piranesi","Italian painter (1720-1778)",NA,"""Mogliano Veneto""","""Rome""","""male""","""Papal States""",NA,"""1720-10-04T00:00:00Z"""
"Q314949","Longus","Ancient Greek writer",NA,"""Lesbos""",NA,"""male""",NA,NA,"""0200-01-01T00:00:00Z"""
"Q348024","Carlo Crivelli","Italian Renaissance painter (c. 1430–c. 1495)",NA,"""Venice""","""Ascoli Piceno""","""male""","""Republic of Venice""",NA,"""1430-01-01T00:00:00Z"""
"Q329791","Abraham Blooteling","Dutch artist",NA,"""Amsterdam""","""Amsterdam""","""male""","""Netherlands""",NA,"""1640-11-01T00:00:00Z"""
"Q325142","Hamish Fulton","British photographer",NA,"""London""",NA,"""male""","""United Kingdom""",NA,"""1946-07-21T00:00:00Z"""
"Q380426","Jacques Lipchitz","American and French sculptor (1891-1973)",NA,"""Druskininkai""","""Capri""","""male""","""France"",""Russian Empire"",""United States of America""",NA,"""1891-08-22T00:00:00Z"""
"Q430783","Jan Lievens","Dutch painter (1607–1674)",NA,"""Leiden""","""Amsterdam""","""male""","""Netherlands""",NA,"""1607-10-24T00:00:00Z"""
"Q460124","Jacques Callot","Flemish-French engraver (c.1592–1635)","""natural causes""","""Nancy""","""Nancy""","""male""","""Duchy of Lorraine""","""stomach cancer""","""1592-01-01T00:00:00Z"""
"Q318364","Merce Cunningham","American choreographer, dancer, experimental filmmaker, teacher",NA,"""Centralia""","""New York City""","""male""","""United States of America""",NA,"""1919-04-16T00:00:00Z"""
"Q436741","Beatriz Milhazes","Brazilian artist",NA,"""Rio de Janeiro""",NA,"""female""","""Brazil""",NA,"""1960-01-01T00:00:00Z"""
"Q445026","Anna Hyatt Huntington","American artist",NA,"""Cambridge""","""Redding"",""Redding Ridge""","""female""","""United States of America""",NA,"""1876-03-10T00:00:00Z"""
"Q454041","Rachel Whiteread","British sculptor",NA,"""London""",NA,"""female""","""United Kingdom""",NA,"""1963-04-20T00:00:00Z"""
"Q316829","Paul Wunderlich","German artist (1927-2010)",NA,"""Eberswalde""","""Saint-Pierre-de-Vassols""","""male""","""Germany""",NA,"""1927-03-10T00:00:00Z"""
"Q481952","Amy Sillman","American painter",NA,"""Detroit""",NA,"""female""","""United States of America""",NA,"""1966-01-01T00:00:00Z"",""1955-01-01T00:00:00Z"",""1954-01-01T00:00:00Z"""
"Q464300","Eva Gonzalès","French painter (1849-1883)",NA,"""Paris"",""Marruecos""","""Paris""","""female""","""France""","""puerperal disorders""","""1849-04-19T00:00:00Z"",""1847-04-19T00:00:00Z"""
"Q389726","Elihu Vedder","American artist (1836-1923)",NA,"""New York City""","""Rome""","""male""","""United States of America""",NA,"""1836-02-26T00:00:00Z"""
"Q430155","Galeazzo Mondella","Italian goldsmith and sculptor",NA,"""Verona""","""Verona"",""Rome""","""male""","""Republic of Venice""",NA,"""1467-01-01T00:00:00Z"""
"Q474274","Johann Georg Holtzhey","Medallist from the Northern Netherlands",NA,"""Amsterdam""","""Amsterdam""","""male""","""Northern Netherlands"",""Dutch Republic""",NA,"""1729-01-01T00:00:00Z"""
"Q325079","Alain Jacquet","French artist (1939-2008)","""natural causes""","""Neuilly-sur-Seine""","""Manhattan""","""male""","""France""","""esophageal cancer""","""1939-02-22T00:00:00Z"""
"Q364139","Adriaen Brouwer","Flemish painter (1605-1638)",NA,"""Oudenaarde""","""Antwerp""","""male""","""Southern Netherlands""","""plague""","""1605-01-01T00:00:00Z"""
"Q314926","John Waters","American filmmaker, actor, comedian and writer",NA,"""Baltimore""",NA,"""male""","""United States of America""",NA,"""1946-04-22T00:00:00Z"""
"Q321527","Jonathan Borofsky","American sculptor and printmaker",NA,"""Boston""",NA,"""male""","""United States of America""",NA,"""1942-12-24T00:00:00Z"""
"Q444893","Ramón Gómez de la Serna","Spanish writer",NA,"""Madrid""","""Buenos Aires""","""male""","""Spain""",NA,"""1888-07-03T00:00:00Z"""
"Q432822","La Monte Young","American avant-garde composer",NA,"""Bern""",NA,"""male""","""United States of America""",NA,"""1935-10-14T00:00:00Z"",""1935-10-13T00:00:00Z"""
"Q444164","William John Swainson","English ornithologist and artist",NA,"""London""","""Hutt Valley""","""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1789-10-08T00:00:00Z"""
"Q371549","Charles Maurin","French painter (1856-1914)",NA,"""Le Puy-en-Velay""","""Grasse""","""male""","""France""",NA,"""1856-04-01T00:00:00Z"""
"Q378870","Daniele Barbaro","Italian translator of, and commentator on, Vitruvius, cardinal (1513-1570)",NA,"""Venice""","""Venice""","""male""","""Republic of Venice""",NA,"""1513-02-18T00:00:00Z"""
"Q451003","Albert Weisgerber","painter from Germany (1878-1915)",NA,"""Sankt Ingbert""","""Fromelles""","""male""","""German Empire""",NA,"""1878-04-21T00:00:00Z"""
"Q312393","Gentile da Fabriano","Italian painter",NA,"""Fabriano""","""Rome""","""male""",NA,NA,"""1370-01-01T00:00:00Z"""
"Q358348","Baccio Bandinelli","artist from Italy (1488-1560)",NA,"""Florence""","""Florence""","""male""","""Duchy of Florence"",""Republic of Florence""",NA,"""1493-11-21T00:00:00Z"""
"Q309704","Charles Marie René Leconte de Lisle","French poet (1818–1894)",NA,"""Saint-Paul""","""Louveciennes""","""male""","""France""",NA,"""1818-10-22T00:00:00Z"""
"Q313181","Carl Gotthard Langhans","Prussian builder and architect (1732-1808)",NA,"""Kamienna Góra""","""Dąbie""","""male""","""Kingdom of Prussia""",NA,"""1732-12-15T00:00:00Z"""
"Q313460","Jacobus de Voragine","Italian chronicler and archbishop of Genoa (c. 1230-1298)",NA,"""Genoa""","""Genoa""","""male""",NA,NA,"""1228-01-01T00:00:00Z"""
"Q313828","Ivan Meštrović","Croatian sculptor and architect (1883-1962)",NA,"""Vrpolje""","""South Bend""","""male""","""Yugoslavia"",""United States of America"",""Cisleithania""",NA,"""1883-08-15T00:00:00Z"""
"Q314350","Antoine Bourdelle","French sculptor (1861-1929)",NA,"""Montauban""","""Le Vésinet""","""male""","""France""",NA,"""1861-10-30T00:00:00Z"""
"Q315803","Peter Candid","Flemish painter and graphic designer (1548-1628)",NA,"""Bruges""","""Munich""","""male""","""Southern Netherlands""",NA,"""1548-01-01T00:00:00Z"""
"Q317135","Arata Isozaki","Japanese architect (1931-2022)","""natural causes""","""Ōita""","""Naha""","""male""","""Japan""",NA,"""1931-07-23T00:00:00Z"""
"Q318352","Felice Beato","Italian-British photographer",NA,"""Venice""","""Florence""","""male""","""Kingdom of Italy"",""United Kingdom of Great Britain and Ireland"",""Kingdom of Lombardy–Venetia""",NA,"""1832-01-01T00:00:00Z"""
"Q318640","Antonio del Pollaiuolo","Italian painter, sculptor and engraver (1429-1498)",NA,"""Florence""","""Rome""","""male""","""Republic of Florence""",NA,"""1433-01-26T00:00:00Z"",""1429-01-26T00:00:00Z"""
"Q318551","Ludwig von Hofmann","German painter (1861-1945)",NA,"""Darmstadt""","""Pillnitz""","""male""","""Germany""",NA,"""1861-08-17T00:00:00Z"""
"Q318769","Francesco Guardi","Italian painter (1712-1793)",NA,"""Venice""","""Venice""","""male""","""Republic of Venice""",NA,"""1712-10-05T00:00:00Z"""
"Q320868","Giuseppe Capogrossi","Italian painter (1900-1972)",NA,"""Rome""","""Rome""","""male""","""Italy"",""Kingdom of Italy""",NA,"""1900-03-07T00:00:00Z"""
"Q325117","Balthasar Anton Dunker","German artist (1746-1807)",NA,"""Saal""","""Bern""","""male""","""Germany"",""Switzerland""",NA,"""1746-01-15T00:00:00Z"""
"Q326066","John Hoppner","British painter (1758-1810)",NA,"""Whitechapel""","""Whitechapel""","""male""","""United Kingdom""",NA,"""1758-04-04T00:00:00Z"""
"Q327840","Rammellzee","1960-2010 American graffiti artist and hip hop musician",NA,"""Queens""","""New York City""","""male""","""United States of America""",NA,"""1960-12-15T00:00:00Z"""
